identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;Rapport;[379, 896, 187, 44];44;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;2;du;[577, 892, 59, 37];37;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;3;commissaire;[648, 891, 291, 38];38;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;4;aux;[952, 902, 83, 25];25;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;5;comptes;[1046, 895, 189, 41];41;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;1;sur;[380, 959, 74, 26];26;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;2;les;[464, 945, 62, 39];39;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;3;comptes;[540, 951, 189, 41];41;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;4;annuels;[742, 943, 178, 40];40;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;1;(Exercice;[381, 1042, 209, 42];42;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;2;clos;[603, 1041, 89, 35];35;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;3;le;[703, 1041, 41, 35];35;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;4;31;[756, 1049, 47, 35];35;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;5;décembre;[816, 1039, 224, 36];36;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;6;2018);[1054, 1039, 126, 40];40;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;1;Aux;[379, 1239, 71, 30];30;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;2;Associés;[457, 1235, 150, 33];33;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;1;2;1;ARDIAN;[379, 1286, 177, 31];31;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;2;1;1;20,;[382, 1342, 54, 29];29;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;2;1;2;Place;[448, 1332, 92, 34];34;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;2;1;3;Vendôme;[549, 1332, 170, 33];33;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;2;2;1;75001;[383, 1390, 104, 31];31;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;3;2;2;2;PARIS;[498, 1382, 115, 31];31;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;4;1;1;1;Opinion;[383, 1472, 166, 41];41;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;1;En;[383, 1566, 48, 29];29;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;2;exécution;[446, 1563, 169, 32];32;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;3;de;[630, 1562, 41, 32];32;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;4;la;[685, 1561, 32, 32];32;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;5;mission;[732, 1561, 137, 32];32;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;6;qui;[884, 1560, 57, 40];40;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;7;nous;[955, 1569, 85, 22];22;text;Page_19;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;8;a;[1056, 1568, 21, 22];22;text;Page_19;02_ARDIAN - Comptes sociaux 2018
