identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;10.CHARGES;[153, 232, 320, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;1;1;1;2;A;[491, 233, 33, 36];36;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;1;1;1;3;PAYER;[542, 233, 166, 36];36;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;1; ;[144, 282, 2193, 6];6;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;3;1;1;1; ;[150, 362, 1348, 4];4;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;4;1;1;1; ;[150, 417, 1348, 4];4;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;5;1;1;1; ;[1495, 363, 4, 164];164;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;6;1;1;1; ;[149, 363, 4, 164];164;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;1;1;Nature;[168, 370, 126, 47];47;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;1;2;TOTAL;[1344, 374, 136, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;1;Fournisseurs,;[168, 430, 270, 37];37;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;2;factures;[452, 430, 161, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;3;non;[628, 437, 72, 24];24;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;4;parvenues;[716, 437, 204, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;5;15;[1359, 431, 40, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;2;6;720;[1414, 431, 66, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;1;Autres;[167, 484, 129, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;2;dettes;[310, 484, 120, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;3;-;[444, 500, 12, 6];6;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;4;Intégration;[471, 482, 210, 41];41;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;5;fiscale;[696, 484, 128, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;6;1;[1301, 484, 11, 30];30;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;7;751;[1333, 484, 59, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;7;1;3;8;575;[1414, 484, 66, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;1;TOTAL;[166, 536, 136, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;2;DES;[318, 536, 81, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;3;CHARGES;[415, 536, 204, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;4;A;[635, 537, 27, 30];30;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;5;PAYER;[678, 537, 138, 30];30;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;6;1;[1300, 538, 13, 29];29;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;7;767;[1333, 537, 67, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;8;1;1;8;295;[1414, 537, 66, 31];31;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;9;1;1;1;11.;[153, 739, 63, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;9;1;1;2;EXCEPTIONNEL;[229, 737, 384, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;1;Le;[154, 869, 45, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;2;résultat;[218, 869, 146, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;3;exceptionnel;[382, 869, 252, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;4;s'élève;[652, 869, 139, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;5;à;[809, 869, 23, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;6;(10;[851, 869, 61, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;7;552;[928, 870, 73, 34];34;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;8;609);[1018, 869, 86, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;9;€;[1122, 870, 25, 34];34;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;10;et;[1163, 872, 35, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;11;correspond;[1215, 869, 225, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;12;à;[1459, 869, 23, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;13;la;[1500, 869, 31, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;14;moins-value;[1549, 869, 242, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;15;sur;[1809, 878, 62, 26];26;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;16;cession;[1887, 869, 151, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;1;17;des;[2056, 869, 71, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;10;1;2;1;titres.;[151, 921, 107, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;1;12.;[153, 1055, 63, 36];36;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;2;VENTILATION;[226, 1054, 329, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;3;DE;[576, 1055, 63, 36];36;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;4;L’'IMPOT;[659, 1054, 199, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;5;ET;[876, 1055, 60, 36];36;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;6;INTEGRATION;[953, 1054, 338, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;11;1;1;7;FISCALE;[1312, 1054, 208, 38];38;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;12;1;1;1; ;[144, 1104, 2193, 6];6;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;1;ARDIAN;[151, 1169, 169, 34];34;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;2;est;[338, 1172, 58, 32];32;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;3;intégrée;[413, 1169, 161, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;4;fiscalement;[588, 1169, 231, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;5;depuis;[834, 1169, 132, 44];44;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;6;le;[984, 1169, 30, 35];35;text;Page_14;03_ARDIAN - Comptes sociaux 2019
0;13;1;1;7;1er;[1034, 1165, 59, 53];53;text;Page_14;03_ARDIAN - Comptes sociaux 2019
