identifier;left;right;up;down
4;;;5;
5;;;;4
6;;;7;
7;;;;6
8;;;9;
9;;;;8
9;;;26;
9;;;;27
9;;;29;
9;;;31;
9;;;32;
9;;;36;
10;;12;;
12;10;;;
12;;13;;
13;12;;;
18;;20;;
20;18;;;
20;;22;;
22;20;;;
26;;;;9
27;;;9;
29;;;;9
31;;;;9
32;;;;9
33;;;34;
33;;;35;
34;;;;33
34;;35;;
35;;;;33
35;34;;;
36;;;;9
37;;38;;
38;37;;;
38;;;39;
39;;;;38
