identifier;left;right;up;down
1;;;2;
1;;;3;
1;;;5;
2;;3;;
3;2;;;
3;;5;;
5;;;;1
5;3;;;
5;;7;;
7;5;;;
7;;8;;
8;7;;;
8;;9;;
9;8;;;
13;;14;;
14;13;;;
17;;18;;
18;17;;;
18;;22;;
19;;25;;
22;18;;;
22;;23;;
23;22;;;
23;;24;;
24;23;;;
24;;26;;
25;19;;;
26;24;;;
28;;30;;
30;28;;;
30;;32;;
32;30;;;
32;;33;;
33;32;;;
33;;34;;
34;33;;;
