identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;CONFIDENTIEL;[1860, 173, 302, 33];33;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;1;Ce;[281, 304, 50, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;2;dividende,;[346, 305, 184, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;3;qui;[547, 305, 52, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;4;a;[614, 313, 20, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;5;donné;[649, 306, 114, 31];31;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;6;lieu,;[778, 306, 69, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;7;en;[865, 314, 41, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;8;totalité;[922, 307, 122, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;9;aux;[1057, 315, 66, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;10;paiements;[1138, 307, 187, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;11;des;[1339, 308, 65, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;12;acomptes;[1419, 311, 177, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;13;susvisés,;[1611, 309, 165, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;14;est;[1794, 311, 54, 30];30;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;15;soumis,;[1862, 311, 138, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;16;pour;[2018, 318, 80, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;1;17;les;[2113, 311, 48, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;1;personnes;[282, 360, 190, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;2;physiques;[488, 353, 183, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;3;fiscalement;[684, 353, 210, 33];33;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;4;domiciliées;[906, 355, 205, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;5;en;[1124, 363, 43, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;6;France,;[1184, 356, 133, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;7;à;[1333, 357, 20, 31];31;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;8;un;[1369, 364, 42, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;9;prélèvement;[1427, 357, 226, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;10;forfaitaire;[1665, 357, 172, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;11;unique;[1853, 358, 121, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;12;de;[1989, 359, 43, 31];31;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;2;13;12,8%;[2049, 359, 111, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;1;auquel;[280, 401, 121, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;2;s'ajoutent;[433, 401, 176, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;3;les;[639, 401, 49, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;4;prélèvements;[721, 402, 244, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;5;sociaux;[996, 403, 139, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;6;de;[1165, 403, 44, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;7;17,2%,;[1241, 404, 121, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;8;soit;[1395, 404, 64, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;9;une;[1490, 412, 65, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;10;taxation;[1585, 405, 141, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;11;globale;[1759, 406, 131, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;12;de;[1921, 406, 44, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;13;30%.;[1996, 406, 88, 33];33;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;3;14;Le;[2119, 407, 42, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;1;prélèvement;[282, 449, 226, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;2;forfaitaire;[523, 449, 170, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;3;unique;[711, 450, 120, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;4;s'applique;[848, 451, 183, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;5;de;[1047, 451, 44, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;6;plein;[1108, 451, 83, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;7;droit;[1208, 452, 79, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;8;à;[1301, 452, 21, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;9;défaut;[1337, 452, 115, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;10;d'option;[1466, 453, 141, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;11;pour;[1626, 461, 81, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;12;le;[1722, 454, 29, 31];31;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;13;barème;[1769, 454, 138, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;14;progressif;[1924, 455, 181, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;4;15;de;[2118, 455, 44, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;1;limpêt;[282, 497, 116, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;2;sur;[412, 504, 57, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;3;le;[484, 497, 28, 31];31;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;4;revenu.;[528, 505, 131, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;5;En;[679, 497, 45, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;6;cas;[741, 505, 62, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;7;d'option;[818, 498, 140, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;8;pour;[976, 506, 81, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;9;le;[1072, 499, 29, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;10;barème;[1117, 499, 137, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;11;progressif;[1269, 500, 182, 40];40;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;12;de;[1463, 500, 44, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;13;l'impôt;[1523, 501, 115, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;14;sur;[1652, 509, 57, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;15;le;[1724, 501, 28, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;16;revenu,;[1769, 509, 131, 30];30;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;17;ce;[1918, 510, 42, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;5;18;dividende,;[1975, 502, 183, 38];38;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;6;1;qui;[280, 545, 52, 39];39;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;6;2;a;[352, 552, 20, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;6;3;donné;[391, 545, 113, 32];32;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;6;4;lieu,;[525, 545, 68, 37];37;text;Page_17;03_ARDIAN - Comptes sociaux 2019
0;2;1;6;5;en;[615, 553, 42, 24];24;text;Page_17;03_ARDIAN - Comptes sociaux 2019
