identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;6.;[216, 361, 34, 33];33;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;1;1;1;2;ETAT;[286, 359, 113, 35];35;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;1;1;1;3;DES;[415, 359, 89, 35];35;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;1;1;1;4;CREANCES;[522, 356, 253, 38];38;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;1;Débiteurs;[231, 541, 169, 31];31;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;2;divers;[414, 541, 110, 31];31;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;3;1;[1003, 540, 14, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;4;196;[1036, 540, 59, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;5;326;[1107, 540, 62, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;1;impôts;[231, 591, 120, 38];38;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;2;at;[364, 591, 32, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;3;taxes;[406, 593, 97, 28];28;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;4;63;[1054, 590, 41, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;5;771;[1106, 590, 58, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;1;Prêts;[231, 639, 91, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;2;sur;[334, 647, 59, 24];24;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;3;titres;[402, 641, 93, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;4;de;[507, 639, 42, 31];31;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;5;participation;[563, 639, 226, 40];40;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;6;2;[1002, 640, 19, 30];30;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;7;452;[1033, 638, 64, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;8;643;[1107, 638, 62, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;2;1;Charges;[229, 689, 149, 32];32;text;Page_17;01_ARDIAN - Comptes sociaux 2017
0;4;1;2;2;conatatées;[391, 688, 196, 31];31;text;Page_17;01_ARDIAN - Comptes sociaux 2017
