identifier;left;right;up;down
2;;;3;
2;;;5;
2;;;7;
2;;;9;
2;;;10;
2;;12;;
3;;;;2
3;;;4;
3;;5;;
4;;;;3
4;;;;5
4;;;;7
4;;;;9
4;;11;;
5;;;;2
5;3;;;
5;;;4;
5;;7;;
7;;;;2
7;;;4;
7;5;;;
7;;9;;
9;;;;2
9;;;4;
9;7;;;
9;;10;;
10;;;;2
10;9;;;
10;;;11;
10;;13;;
11;4;;;
11;;;;10
11;;14;;
12;2;;;
12;;;13;
13;10;;;
13;;;;12
13;;;14;
14;11;;;
14;;;;13
