identifier;left;right;up;down
4;;;5;
4;;9;;
5;;;;4
5;;;6;
5;;8;;
6;;;;5
6;;7;;
7;6;;;
7;;;;8
7;;12;;
8;5;;;
8;;;7;
8;;;;9
8;;11;;
9;4;;;
9;;;8;
9;;13;;
11;8;;;
11;;;12;
11;;;;13
11;;14;;
12;7;;;
12;;;;11
12;;15;;
13;9;;;
13;;;11;
13;;16;;
14;11;;;
14;;;15;
14;;;;16
14;;19;;
15;12;;;
15;;;;14
15;;17;;
16;13;;;
16;;;14;
16;;18;;
17;15;;;
17;;;;19
17;;;22;
18;16;;;
18;;;19;
19;14;;;
19;;;17;
19;;;;18
20;;21;;
21;20;;;
22;;;;17
22;;;23;
23;;;;22
