identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;ARDIAN;[355, 314, 144, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;1;Rapport;[355, 365, 139, 31];31;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;2;du;[500, 363, 41, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;3;commissaire;[549, 362, 210, 27];27;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;4;aux;[767, 370, 60, 18];18;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;5;comptes;[833, 366, 136, 29];29;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;6;sur;[976, 370, 55, 17];17;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;7;les;[1039, 361, 44, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;8;comptes;[1090, 365, 134, 28];28;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;2;9;annuels;[1231, 360, 129, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;1;Exercice;[355, 410, 138, 28];28;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;2;clos;[507, 410, 63, 27];27;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;3;le;[578, 410, 28, 27];27;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;4;31;[612, 417, 35, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;5;décembre;[658, 409, 162, 28];28;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;6;2018;[828, 410, 81, 27];27;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;7;-;[917, 423, 11, 5];5;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;8;Page;[935, 412, 77, 31];31;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;1;1;3;9;4;[1019, 415, 21, 26];26;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;1; ;[355, 487, 1823, 12];12;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;1;e;[415, 668, 15, 15];15;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;2;il;[469, 656, 23, 32];32;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;3;apprécie;[509, 656, 150, 41];41;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;4;la;[676, 656, 33, 32];32;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;5;présentation;[725, 655, 224, 41];41;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;6;d’ensemble;[968, 654, 199, 33];33;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;7;des;[1184, 654, 58, 32];32;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;8;comptes;[1259, 658, 149, 36];36;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;9;annuels;[1425, 653, 137, 32];32;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;10;et;[1580, 658, 33, 27];27;text;Page_22;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;11;évalue;[1630, 652, 114, 33];33;text;Page_22;02_ARDIAN - Comptes sociaux 2018
