identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1; ;[142, 302, 2151, 14];14;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;1;ARDIAN;[151, 317, 201, 66];66;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;2;1;1;2;31/12/2017;[1973, 312, 304, 46];46;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;1;BILAN;[1025, 416, 166, 50];50;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;3;1;1;2;PASSIF;[1218, 416, 191, 48];48;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;1; ;[138, 548, 1450, 14];14;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;4;1;1;2;  ;[2289, 548, 10, 90];90;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;4;1;2;1; ;[2289, 638, 10, 24];24;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;4;1;3;1;   ;[2284, 662, 15, 58];58;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;4;1;4;1;    ;[1579, 720, 720, 42];42;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;5;1;1;1;Rubriques;[160, 581, 147, 38];38;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;6;1;1;1;31/12/2017;[1651, 572, 224, 35];35;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;6;1;1;2;37/12/2076;[2004, 569, 223, 36];36;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;7;1;1;1;183;[1770, 656, 61, 30];30;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;7;1;1;2;132;[1845, 656, 60, 30];30;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;7;1;1;3;183;[2130, 655, 60, 31];31;text;Page_9;01_ARDIAN - Comptes sociaux 2017
0;7;1;1;4;132;[2203, 655, 62, 30];30;text;Page_9;01_ARDIAN - Comptes sociaux 2017
