0;1
Nature TOTAL;0
Impôts et taxes - CVAE 63 771;0
intérêts courus 104 732;0
TOTAL DES PRODUITS À RECEVOIR RUE);0
[NF];0
[NF];0
Nature TOTAL;0
Fournisseurs, factures non parvenues 7 200;0
Autres dettes : Intégration fiscele 5 521 909;0
Intérêts courus 10 905;0
TOTAL DES CHARGES'A PAYER 5 540 014;0
