identifier;block_num;par_num;line_num;word_num;text;position;height;text_type;page;document
0;1;1;1;1;14.;[204, 366, 58, 34];34;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;2;ENGAGEMENTS;[273, 362, 355, 38];38;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;3;HORS;[645, 361, 131, 37];37;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;1;1;1;4;BILAN;[793, 360, 134, 37];37;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;1;"=""";[231, 513, 13, 13];13;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;2;ENGAGEMENTS;[300, 501, 323, 34];34;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;3;SUR;[637, 500, 87, 33];33;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;4;TITRES;[739, 498, 148, 34];34;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;5;DE;[903, 498, 54, 32];32;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;2;1;1;6;PARTICIPATION;[973, 495, 319, 35];35;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;1;ENGAGEMENT;[1825, 591, 275, 33];33;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;3;1;1;2;HORS;[2112, 590, 106, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;3;1;2;1;BILAN;[1964, 636, 115, 30];30;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;4;1;1;1;Montant;[1820, 684, 147, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;4;1;1;2;|;[1981, 678, 38, 45];45;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;4;1;1;3;Montant;[2022, 682, 149, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;4;1;1;4;non;[2184, 688, 65, 23];23;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;1;2;[1275, 757, 9, 7];7;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;2;Montant;[1565, 725, 149, 47];47;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;3;non;[1803, 737, 67, 23];23;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;4;libéré;[1884, 726, 99, 34];34;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;5;libéré;[2060, 725, 100, 33];33;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;1;6;au;[2172, 733, 41, 24];24;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;1;Nombre;[937, 761, 145, 30];30;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;2;de;[1093, 759, 44, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;3;Catégorie;[1207, 758, 173, 38];38;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;4;des;[1391, 757, 65, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;5;souscrit;[1536, 777, 149, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;6;en;[1697, 783, 43, 24];24;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;7;au;[1871, 781, 41, 24];24;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;5;1;2;8;31/12/2018;[2041, 771, 190, 32];32;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;1;parts;[1271, 800, 102, 64];64;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;2;devises;[1567, 817, 139, 45];45;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;3;31/12/2018;[1797, 818, 191, 32];32;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;4;|;[1991, 814, 31, 45];45;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;5;en;[2057, 823, 43, 24];24;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;1;6;euros;[2114, 823, 101, 24];24;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;2;1;en;[1795, 870, 42, 23];23;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;1;2;2;devises;[1850, 862, 139, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;1;AIMPE;[214, 927, 117, 35];35;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;2;&;[345, 928, 23, 33];33;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;3;Management;[381, 927, 221, 42];42;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;4;Parts;[1196, 919, 85, 32];32;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;5;prioritaires;[1293, 917, 176, 43];43;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;6;500;[1593, 916, 63, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;7;000;[1669, 915, 62, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;8;$;[1744, 912, 20, 38];38;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;9;76;[2105, 911, 40, 31];31;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;10;301;[2156, 909, 57, 32];32;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;1;11;€;[2229, 910, 21, 30];30;text;Page_15;02_ARDIAN - Comptes sociaux 2018
0;6;2;2;1;FRR;[217, 982, 75, 29];29;text;Page_15;02_ARDIAN - Comptes sociaux 2018
